name,DateMonth,DateDay,DateYear,,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,stations
"Tequila, Mexico",11,8,2022,,82.7,51,66.7,80.8,51,66.4,46.4,52.1,0,0,0,,6.3,5.8,82.2,1016.2,1.7,12,233.3,20.1,9,10,2022-11-08T07:01:35,2022-11-08T18:16:25,0.5,Clear,Clear conditions throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",11,9,2022,,81.8,51.9,65.7,80.4,51.9,65.4,45,50.9,0,0,0,,5.1,4.7,13.4,1017.5,1.3,11.7,229,19.8,8,10,2022-11-09T07:02:08,2022-11-09T18:16:01,0.54,Clear,Clear conditions throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",11,10,2022,,81.8,49.9,64.4,79.8,48.3,64.2,45.9,56.4,0,0,0,,8.5,10.3,294.1,1016.3,0.6,9.4,226,19.4,8,10,2022-11-10T07:02:42,2022-11-10T18:15:39,0.57,Clear,Clear conditions throughout the day.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",11,11,2022,,81.2,50.1,63.8,79.8,50.1,63.6,42.1,52.9,0,0,0,,8.7,7.6,280.2,1014.6,4.8,11.6,241.3,20.9,9,10,2022-11-11T07:03:17,2022-11-11T18:15:19,0.61,Clear,Clear conditions throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",11,12,2022,,82.5,48.1,64.2,80.2,48.1,63.9,43.9,53.6,0,0,0,,5.1,5.8,172.2,1016.6,0,9.7,242,20.8,9,10,2022-11-12T07:03:51,2022-11-12T18:14:59,0.64,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",11,13,2022,,82.7,48.3,64.3,80.6,48.3,64,46.5,58,0,0,0,,10.1,7.4,251.6,1015.8,9.5,12.4,239,20.7,8,10,2022-11-13T07:04:27,2022-11-13T18:14:41,0.67,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",11,14,2022,,80.1,51.9,63.3,79.1,51.9,63.2,48.4,64.2,0,0,0,,11,16.1,301.4,1017.2,64.6,10.8,209.1,18.1,8,10,2022-11-14T07:05:02,2022-11-14T18:14:24,0.7,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",11,15,2022,,82.5,46.5,64.1,80.3,46.5,63.7,45.4,57.4,0,0,0,,6.9,4.7,248.2,1017.8,6,12.4,237.8,20.6,8,10,2022-11-15T07:05:38,2022-11-15T18:14:09,0.74,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",11,16,2022,,82.7,49.9,65.1,80.5,49.9,64.8,47.2,58.3,0,0,0,,7.6,4.7,250.5,1018.5,3.8,11.4,235.1,20.3,8,10,2022-11-16T07:06:15,2022-11-16T18:13:55,0.75,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",11,17,2022,,80.7,51.9,65.8,79.8,51.9,65.7,46.7,55,0,0,0,,8.9,7.6,292.1,1017.7,10.6,11.3,230.8,20,8,10,2022-11-17T07:06:52,2022-11-17T18:13:42,0.8,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",11,18,2022,,81.4,53.5,65.1,79.8,53.5,65,47.6,57.6,0,0,0,,7.6,9.2,318.1,1017.7,28.6,9.3,223.5,19.4,8,10,2022-11-18T07:07:29,2022-11-18T18:13:30,0.83,Partially cloudy,Becoming cloudy in the afternoon.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",11,19,2022,,80.3,53.3,63.9,79.2,53.3,63.8,49.5,63,0,0,0,,7.4,10.3,248.2,1016.2,58.7,11.3,215.9,18.6,8,10,2022-11-19T07:08:06,2022-11-19T18:13:20,0.86,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",11,20,2022,,71.7,59.1,64.5,71.7,59.1,64.5,52.9,66.9,0.012,100,8.33,rain,6.9,9.2,119.5,1017.9,95.7,9.1,121.2,10.4,6,10,2022-11-20T07:08:44,2022-11-20T18:13:11,0.9,"Rain, Overcast",Cloudy skies throughout the day with rain.,"76613399999,76612099999,remote"
"Tequila, Mexico",11,21,2022,,69.9,59.1,62.7,69.9,59.1,62.7,54.4,74.9,0.055,100,12.5,rain,6.9,5.8,34.5,1016.6,95,12.3,45.8,4,3,10,2022-11-21T07:09:22,2022-11-21T18:13:04,0.93,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",11,22,2022,,79.8,56,65.5,79.8,56,65.5,53.2,67.4,0,0,0,,6.9,6.3,32.7,1016.7,45.7,12.5,202,17.6,8,10,2022-11-22T07:10:00,2022-11-22T18:12:58,0.96,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",11,23,2022,,81.4,56,67,80.5,56,67,53.4,64.3,0,0,0,,9.6,6.5,284,1014.2,56.2,12.8,169,14.4,8,10,2022-11-23T07:10:39,2022-11-23T18:12:53,0,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76612099999,remote"
"Tequila, Mexico",11,24,2022,,80,53.7,65.6,80,53.7,65.6,49.1,61.3,0,0,0,,13.2,12.8,299.5,1015.7,24.1,10.2,224,19.3,8,10,2022-11-24T07:11:17,2022-11-24T18:12:50,0.03,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",11,25,2022,,80.3,48.1,64.1,80,48.1,64.1,49,62.8,0,0,0,,13.2,10.3,275.9,1013.8,64.6,11.9,204.1,17.7,8,10,2022-11-25T07:11:56,2022-11-25T18:12:48,0.06,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",11,26,2022,,80,51.5,63.6,80,51.5,63.6,45.2,56.7,0,0,0,,10.7,9.2,294.9,1016.6,40.9,10.7,221,19.1,8,10,2022-11-26T07:12:35,2022-11-26T18:12:47,0.1,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",11,27,2022,,79.8,48.1,63.8,79.8,48.1,63.8,43.7,52.1,0,0,0,,9.4,8.1,284.1,1016.3,16.1,11.9,224.4,19.3,8,10,2022-11-27T07:13:14,2022-11-27T18:12:48,0.13,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",11,28,2022,,81.1,48.3,64,80,48.3,63.9,45.8,55.5,0,0,0,,8.3,5.6,318.2,1016.7,23.3,10.5,218.1,18.9,8,10,2022-11-28T07:13:53,2022-11-28T18:12:50,0.17,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",11,29,2022,,80.3,51.5,64.9,80,51.5,64.9,45.8,54.9,0,0,0,,8.9,7.2,295.2,1014.6,36.6,11.4,206.1,17.8,7,10,2022-11-29T07:14:32,2022-11-29T18:12:54,0.2,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",11,30,2022,,83.6,48.3,66.4,81.2,48.3,66,44.5,50.2,0,0,0,,8.5,5.8,87.4,1014.1,31,14.4,217.5,18.8,8,10,2022-11-30T07:15:11,2022-11-30T18:12:59,0.25,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",12,1,2022,,81.8,58.4,68.5,80.6,58.4,68.4,49.6,53.2,0,0,0,,7.6,8.1,79,1016.2,37.2,11.1,199.2,17.2,8,10,2022-12-01T07:15:50,2022-12-01T18:13:05,0.27,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",12,2,2022,,82.7,51.9,66.6,80.9,51.9,66.4,49.7,58.4,0,0,0,,4.9,5.8,341.4,1017.7,8.5,11.8,214.2,18.6,8,10,2022-12-02T07:16:29,2022-12-02T18:13:13,0.31,Clear,Clear conditions throughout the day.,"76613399999,76612099999,remote"
"Tequila, Mexico",12,3,2022,,82.3,51.7,66.1,80.6,51.7,65.8,47.3,55,0,0,0,,7.2,8.1,58.9,1019,8.5,10.8,216.9,18.8,8,10,2022-12-03T07:17:08,2022-12-03T18:13:21,0.34,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",12,4,2022,,81.1,53.7,65.6,80.1,53.7,65.4,45.2,50.5,0,0,0,,7.8,9.2,70.4,1020.4,11,10.2,214,18.6,8,10,2022-12-04T07:17:46,2022-12-04T18:13:32,0.38,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",12,5,2022,,83,42.9,63.2,80.6,42.9,62.9,41.9,51.2,0,0,0,,5.1,5.8,204.4,1016.3,8.8,10.2,218.4,18.9,8,10,2022-12-05T07:18:25,2022-12-05T18:13:43,0.41,Clear,Clear conditions throughout the day.,"76613399999,76612099999,remote"
"Tequila, Mexico",12,6,2022,,83.2,52.4,65.6,81,52.4,65.3,47.5,57.2,0,0,0,,4.9,4.7,229.7,1016.4,9.8,10.2,215.5,18.7,8,10,2022-12-06T07:19:03,2022-12-06T18:13:56,0.45,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",12,7,2022,,82.8,53.9,66.2,80.8,53.9,65.9,48.7,58.7,0,0,0,,5.4,5.1,287.9,1017.4,1.7,11.8,214.8,18.4,8,10,2022-12-07T07:19:41,2022-12-07T18:14:10,0.5,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",12,8,2022,,81.9,53.7,64.4,79.7,53.7,64.3,46.9,58.9,0,0,0,,5.8,5.8,102.6,1018.6,2.5,9.2,219.1,18.9,8,10,2022-12-08T07:20:19,2022-12-08T18:14:25,0.52,Clear,Clear conditions throughout the day.,"76613399999,76612099999,remote"
"Tequila, Mexico",12,9,2022,,80.7,47.9,62.4,79.4,47.9,62.2,37.2,44.4,0,0,0,,5.6,4.9,91.5,1016.8,9.1,10.9,218.1,18.9,8,10,2022-12-09T07:20:56,2022-12-09T18:14:42,0.55,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",12,10,2022,,80,44.7,61.7,80,44.7,61.7,42,52.5,0,0,0,,5.1,6.9,319.7,1017.7,6.5,9.6,214.1,18.4,8,10,2022-12-10T07:21:33,2022-12-10T18:14:59,0.58,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",12,11,2022,,79.6,49.7,63,79.6,49.7,63,42.8,53.4,0,0,0,,5.4,6.9,301,1017.2,3.2,11.1,214.5,18.5,8,10,2022-12-11T07:22:10,2022-12-11T18:15:18,0.62,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",12,12,2022,,79.8,44.7,61.3,79.8,44.7,61.3,38.3,48.3,0,0,0,,11.6,9.2,288.1,1016.9,2.3,9.5,215.8,18.7,8,10,2022-12-12T07:22:46,2022-12-12T18:15:38,0.65,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",12,13,2022,,76.9,46.1,60.4,76.9,46.1,60.4,38.8,50.8,0,0,0,,14.1,18.3,275.3,1014.5,25.3,11.2,217.5,18.7,8,10,2022-12-13T07:23:22,2022-12-13T18:16:00,0.68,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",12,14,2022,,76.4,44.3,58.5,76.4,44.3,58.5,35.5,48.4,0,0,0,,12.8,8.9,267.7,1014.5,22.1,11.3,219.3,19,8,10,2022-12-14T07:23:57,2022-12-14T18:16:22,0.72,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",12,15,2022,,77.6,43.4,58.2,77.6,43.4,58.2,34.1,46.4,0,0,0,,9.6,7.4,286.9,1014.3,5,12.7,220.5,19.1,8,10,2022-12-15T07:24:32,2022-12-15T18:16:45,0.75,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",12,16,2022,,77.2,41.1,57.9,77.2,39.2,57.7,35.9,48.4,0,0,0,,6.5,9.2,321.2,1016.2,19.5,9.3,215.8,18.7,8,10,2022-12-16T07:25:06,2022-12-16T18:17:10,0.75,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",12,17,2022,,75.8,42.9,59.1,75.8,42.9,59.1,39,52.6,0,0,0,,4.7,6.9,312.9,1014.8,63.7,11.1,169.8,14.6,7,10,2022-12-17T07:25:39,2022-12-17T18:17:35,0.81,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",12,18,2022,,76.2,42.9,59.5,76.2,42.9,59.4,38.6,51.5,0,0,0,,8.3,6.9,158,1017.5,74.3,9,169.1,14.6,7,10,2022-12-18T07:26:12,2022-12-18T18:18:02,0.85,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",12,19,2022,,78.5,43.1,59.7,78.5,43.1,59.6,37.6,50.6,0,0,0,,6.7,6.9,315.2,1018.6,1.5,10.8,216.2,18.9,8,10,2022-12-19T07:26:44,2022-12-19T18:18:29,0.88,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",12,20,2022,,81.2,44.7,61.3,79.4,44.7,61,34.9,43.9,0,0,0,,4.9,4.7,104.9,1017.5,28.1,11.8,214.3,18.6,8,10,2022-12-20T07:27:15,2022-12-20T18:18:58,0.91,Partially cloudy,Becoming cloudy in the afternoon.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",12,21,2022,,79.4,47,62.7,79.4,47,62.7,40.8,46.7,0,0,0,,10.7,5.8,58.6,1016.5,74.9,11.8,198.4,17.3,8,10,2022-12-21T07:27:45,2022-12-21T18:19:27,0.94,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",12,22,2022,,78.5,44.7,62.6,78.5,44.7,62.6,40.4,49.1,0,0,0,,7.8,6,280.9,1016.4,17.3,13.2,214,18.5,8,10,2022-12-22T07:28:15,2022-12-22T18:19:58,0.98,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",12,23,2022,,78.9,44.7,61.6,78.9,44.7,61.6,37.7,45.1,0,0,0,,7.4,4.9,328.7,1018.1,44.5,11.3,205,17.7,8,10,2022-12-23T07:28:44,2022-12-23T18:20:29,0,Partially cloudy,Becoming cloudy in the afternoon.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",12,24,2022,,80.3,52.8,63.8,79.2,52.8,63.7,37.9,41.1,0,0,0,,16.3,11.6,266.3,1017.6,48.2,12,207.1,17.9,8,10,2022-12-24T07:29:12,2022-12-24T18:21:01,0.05,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",12,25,2022,,76.6,46.1,60.4,76.6,46.1,60.4,38.5,48.2,0,0,0,,10.7,6.5,325.6,1016.8,16.6,11.9,216,18.6,8,10,2022-12-25T07:29:39,2022-12-25T18:21:33,0.08,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",12,26,2022,,74.4,44.7,58.4,74.4,44.7,58.2,38.3,51.1,0,0,0,,5.1,4.7,95.6,1018.7,5.7,11.3,218,18.6,8,10,2022-12-26T07:30:05,2022-12-26T18:22:07,0.11,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",12,27,2022,,74.4,42.5,58.5,74.4,42.5,58.4,35.1,46.2,0,0,0,,6.3,6.9,73.4,1019.4,4.8,12.2,217.9,18.6,8,10,2022-12-27T07:30:30,2022-12-27T18:22:41,0.15,Clear,Clear conditions throughout the day.,"76613399999,76612099999,remote"
"Tequila, Mexico",12,28,2022,,77.3,41.1,59.8,77.3,41.1,59.8,38.1,49,0,0,0,,13.6,10.3,265.5,1018.1,20.4,11.8,214.1,18.4,8,10,2022-12-28T07:30:54,2022-12-28T18:23:16,0.18,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",12,29,2022,,74,39.3,57.5,74,39.3,57.5,36,49.5,0,0,0,,16.1,11.6,262.6,1018.5,16.9,11.9,203.1,17.4,7,10,2022-12-29T07:31:17,2022-12-29T18:23:52,0.25,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",12,30,2022,,75.1,46.5,58.5,75.1,46.5,58.5,42.2,57.5,0,0,0,,12.3,6.9,272,1018.4,45,11.3,156.6,13.5,8,10,2022-12-30T07:31:39,2022-12-30T18:24:28,0.25,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",12,31,2022,,76,44.7,59.4,76,44.7,59.4,47.2,68.2,0.11,100,8.33,rain,10.7,8.1,266,1018,35.8,10.6,198.9,17.3,8,10,2022-12-31T07:32:00,2022-12-31T18:25:04,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",1,1,2023,,77.6,46.5,60.6,77.6,46.5,60.6,45.7,63,0.299,100,4.17,rain,11.4,9.2,218.7,1017.5,23.5,10.1,210.3,18.1,8,10,2023-01-01T07:32:20,2023-01-01T18:25:42,0.32,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",1,2,2023,,75.1,46.5,60.6,75.1,46.5,60.6,44.9,61.9,0,0,0,,17,10.1,255.7,1018,54.4,10.3,188.8,16.2,7,10,2023-01-02T07:32:38,2023-01-02T18:26:19,0.36,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",1,3,2023,,78,44.7,61.2,78,44.7,61.2,43,57.2,0,0,0,,15.2,11,274.9,1017.9,16.3,10.2,211,18.2,8,10,2023-01-03T07:32:56,2023-01-03T18:26:57,0.39,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",1,4,2023,,78.7,45.7,60.7,78.7,45.7,60.7,39.6,52.9,0,0,0,,3.8,6.9,93.7,1019.3,0,10.8,220.1,19,8,10,2023-01-04T07:33:12,2023-01-04T18:27:36,0.42,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",1,5,2023,,81.8,42.7,61.5,79.5,42.7,61.2,35.5,44.7,0,0,0,,5.6,6.9,94.8,1019.3,0,10.8,223.3,19.2,8,10,2023-01-05T07:33:27,2023-01-05T18:28:15,0.46,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",1,6,2023,,80.7,44.7,62,79.4,44.7,62,36.8,43.8,0,0,0,,5.1,4.7,46.8,1019.5,1.8,11,221.5,19.2,8,10,2023-01-06T07:33:41,2023-01-06T18:28:54,0.5,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",1,7,2023,,80.3,46.3,61.7,79.2,46.3,61.7,36.5,45.5,0,0,0,,5.6,13.9,324.8,1020.1,0,11.5,223.7,19.2,8,10,2023-01-07T07:33:54,2023-01-07T18:29:34,0.53,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",1,8,2023,,79.6,46.5,61.8,79.6,46.5,61.8,32.5,37.2,0,0,0,,6.3,6.9,280.9,1020.4,0,11,225.1,19.2,8,10,2023-01-08T07:34:05,2023-01-08T18:30:14,0.56,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",1,9,2023,,77.4,41.1,60.2,77.4,41.1,60.2,33.7,41.7,0,0,0,,9.6,6.9,301.4,1020.9,5.9,9.1,224.3,19.3,8,10,2023-01-09T07:34:16,2023-01-09T18:30:54,0.59,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",1,10,2023,,78.7,42.9,61,78.7,42.9,61,31.7,36.7,0,0,0,,4.9,3.1,110.8,1018.3,4.6,13.2,226.7,19.6,8,10,2023-01-10T07:34:25,2023-01-10T18:31:34,0.63,Clear,Clear conditions throughout the day.,"76613399999,76612099999,remote"
"Tequila, Mexico",1,11,2023,,79.1,44.5,62,79.1,44.5,62,37.9,45.6,0,0,0,,7.2,6,311.4,1017.3,24.9,11.7,223.8,19.3,8,10,2023-01-11T07:34:32,2023-01-11T18:32:14,0.66,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",1,12,2023,,78.9,44.5,62.9,78.9,44.5,62.9,38.7,46.4,0,0,0,,7.2,5.8,108.6,1019.4,21,10.6,225.9,19.7,8,10,2023-01-12T07:34:39,2023-01-12T18:32:55,0.69,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",1,13,2023,,77.6,46.3,60.6,77.6,46.3,60.6,36.9,44.6,0,0,0,,6.3,10.3,77.8,1021.6,1.5,8.8,226.2,19.7,8,10,2023-01-13T07:34:44,2023-01-13T18:33:35,0.73,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",1,14,2023,,78.7,44.3,60.6,78.7,44.3,60.6,29.3,35.3,0,0,0,,6.5,5.1,70.2,1018.5,0.4,11.8,232.6,20,8,10,2023-01-14T07:34:47,2023-01-14T18:34:16,0.75,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",1,15,2023,,76,45.6,60.8,76,45.6,60.8,36.3,45.3,0,0,0,,13.6,10.3,274.9,1017.5,23.7,11.9,226.9,19.5,8,10,2023-01-15T07:34:50,2023-01-15T18:34:57,0.79,Partially cloudy,Becoming cloudy in the afternoon.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",1,16,2023,,77.1,39.3,57.4,77.1,39.3,57.4,29.6,41.5,0,0,0,,8.7,10.3,264.2,1018.2,59.2,9.1,178.6,15.5,7,10,2023-01-16T07:34:51,2023-01-16T18:35:37,0.83,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",1,17,2023,,80.3,35.7,57.8,79.2,35.7,57.7,27.5,38.2,0,0,0,,13,10.1,294,1014.3,52,9.9,220.5,19.1,8,10,2023-01-17T07:34:51,2023-01-17T18:36:18,0.86,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",1,18,2023,,79.4,41.1,58.1,79.4,41.1,58.1,29.5,40.4,0,0,0,,11.6,8.1,260.4,1014.7,45.7,11,210.3,18.1,8,10,2023-01-18T07:34:49,2023-01-18T18:36:58,0.9,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",1,19,2023,,80.9,43.1,61.3,80,43.1,61.2,32.3,38.2,0,0,0,,10.3,6.5,292.5,1015,74.6,11.5,210,18.2,8,10,2023-01-19T07:34:46,2023-01-19T18:37:39,0.93,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",1,20,2023,,81.1,42.9,60.7,79.1,42.9,60.6,37.7,46.9,0,0,0,,9.6,8.1,267.2,1017.6,67.4,9.3,231.1,19.9,8,10,2023-01-20T07:34:42,2023-01-20T18:38:19,0.96,Partially cloudy,Partly cloudy throughout the day.,"76613399999,76612099999,remote"
"Tequila, Mexico",1,21,2023,,79.6,44.7,60.7,79.6,44.7,60.7,40.2,52.3,0,0,0,,15,12.8,261.2,1016.3,10.8,10.4,234.5,20.4,8,10,2023-01-21T07:34:37,2023-01-21T18:38:59,0,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",1,22,2023,,77.3,42.7,60.8,77.3,42.7,60.8,41.8,56.3,0,0,0,,13.6,10.3,235.8,1015.2,2.8,9.1,235.8,20.4,8,10,2023-01-22T07:34:30,2023-01-22T18:39:39,0.03,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",1,23,2023,,77.6,47.6,61,77.6,47.6,61,42.2,57.6,0,0,0,,17.7,16.1,200.3,1014.8,20.6,10.3,234.4,20.4,8,10,2023-01-23T07:34:21,2023-01-23T18:40:19,0.06,Partially cloudy,Partly cloudy throughout the day.,"76613399999,76612099999,remote"
"Tequila, Mexico",1,24,2023,,78.7,47.9,60.7,78.7,47.9,60.7,39.9,55.5,0,0,0,,17,12.8,268.3,1015.7,27.1,11.8,224.6,19.3,8,10,2023-01-24T07:34:12,2023-01-24T18:40:58,0.1,Partially cloudy,Clearing in the afternoon.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",1,25,2023,,78.7,44,60,78.7,44,59.9,36.4,51,0,0,0,,4,9.2,66.9,1016.2,5.1,12,243.1,21.1,9,10,2023-01-25T07:34:01,2023-01-25T18:41:37,0.13,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",1,26,2023,,80.1,42.7,60.7,80,42.7,60.6,35.7,44.8,0,0,0,,10.5,4.3,189.5,1014.9,10.5,11.9,240.8,20.8,9,10,2023-01-26T07:33:49,2023-01-26T18:42:16,0.16,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",1,27,2023,,78.2,48.3,61.2,78.2,48,61.1,37.7,48.3,0,0,0,,8.9,8.1,175.5,1017.6,38.9,9.6,221.1,19.2,8,10,2023-01-27T07:33:35,2023-01-27T18:42:55,0.2,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",1,28,2023,,76.9,41.1,59,76.9,41.1,59,40.9,55.5,0,0,0,,17.9,12.8,291.7,1019.8,50.3,8.4,197.6,17,8,10,2023-01-28T07:33:21,2023-01-28T18:43:33,0.25,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",1,29,2023,,82.5,51.5,65.2,80.3,51.5,64.9,41.9,49.6,0,0,0,,12.1,9.2,182,1016.5,28.4,11.5,236.1,20.3,8,10,2023-01-29T07:33:05,2023-01-29T18:44:11,0.26,Partially cloudy,Partly cloudy throughout the day.,"76613399999,76612099999,remote"
"Tequila, Mexico",1,30,2023,,82.1,46.5,64.6,80,46.5,64.3,40.4,47.3,0,0,0,,9.2,12.8,323.1,1016.7,0.7,10.6,242.6,20.9,9,10,2023-01-30T07:32:47,2023-01-30T18:44:48,0.3,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",1,31,2023,,84.3,48.1,65.5,81.4,48.1,65.1,41.3,46.3,0,0,0,,12.5,8.7,248.5,1014.5,9.9,11.8,244.8,21.3,9,10,2023-01-31T07:32:29,2023-01-31T18:45:25,0.33,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
