title,Date20,YR2020,AC20,AP20,YR20,Date21,YR2021,AC21,AP21,YR21,YR2022,AC22,AP22,YR22,PATTL,PROJ23,ACT23
Institucional Old Carbine Reposado,1/1/2020,2020,64,NA,#VALUE!,1/1/2021,2021,67,#VALUE!,#VALUE!,2022,66,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Institucional Texano Boot Reposado,1/1/2020,2020,47,58,53,1/1/2021,2021,49,56,53,2022,51,58,55,57.33333333,57,57
Jaleo Tequila Oro,1/1/2020,2020,31,NA,#VALUE!,1/1/2021,2021,29,#VALUE!,#VALUE!,2022,32,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Jalisciense Oro,1/1/2020,2020,77,40,59,1/1/2021,2021,78,42,60,2022,79,42,61,41.33333333,41,41
Jarana Autntico Reposado,1/1/2020,2020,74,67,71,1/1/2021,2021,72,69,71,2022,70,64,67,66.66666667,67,66
Jarana Blanco,1/1/2020,2020,69,69,69,1/1/2021,2021,73,72,73,2022,68,75,72,72,72,72
Jarro Viejo Aejo,1/1/2020,2020,NA,82,#VALUE!,1/1/2021,2021,#VALUE!,83,#VALUE!,2022,#VALUE!,86,#VALUE!,83.66666667,84,83
Jarro Viejo Reposado,1/1/2020,2020,79,77,78,1/1/2021,2021,81,76,79,2022,80,82,81,78.33333333,78,78
Jenni Rivera La Gran Seora Aejo Tequila,1/1/2020,2020,81,81,81,1/1/2021,2021,79,78,79,2022,83,76,80,78.33333333,78,78
Jenni Rivera La Gran Seora Blanco Tequila,1/1/2020,2020,79,80,80,1/1/2021,2021,76,85,81,2022,75,79,77,81.33333333,81,81
Jenni Rivera La Gran Seora Reposado Tequila,1/1/2020,2020,77,85,81,1/1/2021,2021,80,89,85,2022,83,89,86,87.66666667,88,87
Joel Richard Extra Aejo Tequila,1/1/2020,2020,80,75,78,1/1/2021,2021,80,74,77,2022,76,71,74,73.33333333,73,73
Jose Cuervo 250 Anniversario,1/1/2020,2020,88,85,87,1/1/2021,2021,83,85,84,2022,84,81,83,83.66666667,84,83
Jose Cuervo Aejo,1/1/2020,2020,76,86,81,1/1/2021,2021,76,80,78,2022,78,86,82,84,84,84
Jose Cuervo Blanco - Rolling Stones Tour Pick,1/1/2020,2020,61,62,62,1/1/2021,2021,67,65,66,2022,67,67,67,64.66666667,65,64
Jose Cuervo Cinge,1/1/2020,2020,57,56,57,1/1/2021,2021,57,58,58,2022,62,54,58,56,56,56
Jose Cuervo Especial Gold,1/1/2020,2020,37,26,32,1/1/2021,2021,39,27,33,2022,37,26,32,26.33333333,26,26
Jose Cuervo Especial Reposado,1/1/2020,2020,53,33,43,1/1/2021,2021,57,32,45,2022,58,35,47,33.33333333,33,33
Jose Cuervo Especial Silver,1/1/2020,2020,45,35,40,1/1/2021,2021,44,33,39,2022,43,36,40,34.66666667,35,34
Jose Cuervo Reserva de la Familia Extra Aejo,1/1/2020,2020,86,83,85,1/1/2021,2021,80,82,81,2022,82,84,83,83,83,83
Jose Cuervo Reserva de la Familia Reposado,1/1/2020,2020,82,75,79,1/1/2021,2021,85,73,79,2022,90,81,86,76.33333333,76,76
Jose Cuervo Tradicional Aejo,1/1/2020,2020,74,69,72,1/1/2021,2021,78,67,73,2022,70,73,72,69.66666667,70,69
Jose Cuervo Tradicional Cristalino Reposado,1/1/2020,2020,76,69,73,1/1/2021,2021,80,65,73,2022,83,74,79,69.33333333,69,69
Jose Cuervo Tradicional Reposado,1/1/2020,2020,69,65,67,1/1/2021,2021,70,66,68,2022,72,67,70,66,66,66
Jose Cuervo Tradicional Silver,1/1/2020,2020,66,68,67,1/1/2021,2021,71,69,70,2022,63,71,67,69.33333333,69,69
Juan Lobo Aejo Tequila,1/1/2020,2020,86,84,85,1/1/2021,2021,84,90,87,2022,91,91,91,88.33333333,88,88
Juan Lobo Blanco Tequila,1/1/2020,2020,86,85,86,1/1/2021,2021,80,88,84,2022,93,81,87,84.66666667,85,84
Juan Lobo Reposado Tequila,1/1/2020,2020,85,84,85,1/1/2021,2021,87,83,85,2022,90,91,91,86,86,86
Juan More Time Blanco,1/1/2020,2020,89,85,87,1/1/2021,2021,95,87,91,2022,91,85,88,85.66666667,86,85
Juan More Time Reposado,1/1/2020,2020,90,84,87,1/1/2021,2021,93,79,86,2022,84,82,83,81.66666667,82,81
Juan de Len Tequila Aejo,1/1/2020,2020,NA,85,#VALUE!,1/1/2021,2021,#VALUE!,85,#VALUE!,2022,#VALUE!,89,#VALUE!,86.33333333,86,86
Juan de Len Tequila Blanco,1/1/2020,2020,NA,87,#VALUE!,1/1/2021,2021,#VALUE!,84,#VALUE!,2022,#VALUE!,90,#VALUE!,87,87,87
Juan de Len Tequila Blanco Rosa,1/1/2020,2020,81,88,85,1/1/2021,2021,89,88,89,2022,85,90,88,88.66666667,89,88
Juan de Len Tequila Extra Aejo,1/1/2020,2020,93,87,90,1/1/2021,2021,88,84,86,2022,94,82,88,84.33333333,84,84
Juegos Mexicanos Tequila Blanco,1/1/2020,2020,84,77,81,1/1/2021,2021,85,83,84,2022,81,72,77,77.33333333,77,77
KOKORO Tequila Limitada,1/1/2020,2020,87,91,89,1/1/2021,2021,92,86,89,2022,82,94,88,90.33333333,90,90
KOKORO Tequila Plata,1/1/2020,2020,90,87,89,1/1/2021,2021,85,84,85,2022,87,81,84,84,84,84
"Kah """"Los Ultimos Dias"""" Blanco",1/1/2020,2020,82,84,83,1/1/2021,2021,90,81,86,2022,81,90,86,85,85,85
Kah Aejo,1/1/2020,2020,76,68,72,1/1/2021,2021,76,71,74,2022,78,70,74,69.66666667,70,69
Kah Blanco,1/1/2020,2020,69,68,69,1/1/2021,2021,68,67,68,2022,70,70,70,68.33333333,68,68
Kah Reposado,1/1/2020,2020,71,66,69,1/1/2021,2021,69,62,66,2022,70,66,68,64.66666667,65,64
Kah Tequila Extra Aejo,1/1/2020,2020,85,84,85,1/1/2021,2021,80,86,83,2022,89,89,89,86.33333333,86,86
Kapena Li Hing Infused Tequila,1/1/2020,2020,85,50,68,1/1/2021,2021,87,48,68,2022,86,50,68,49.33333333,49,49
Kapena Tequila Silver,1/1/2020,2020,86,50,68,1/1/2021,2021,88,49,69,2022,93,54,74,51,51,51
Karma Tequila Aejo,1/1/2020,2020,73,74,74,1/1/2021,2021,79,76,78,2022,74,81,78,77,77,77
Karma Tequila Reposado,1/1/2020,2020,77,79,78,1/1/2021,2021,78,78,78,2022,77,79,78,78.66666667,79,78
Karma Tequila Silver,1/1/2020,2020,75,83,79,1/1/2021,2021,77,79,78,2022,74,89,82,83.66666667,84,83
Katrina De La Muerte Tequila Anejo,1/1/2020,2020,NA,NA,#VALUE!,1/1/2021,2021,#VALUE!,#VALUE!,#VALUE!,2022,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Kirkland Signature Aejo Tequila,1/1/2020,2020,81,72,77,1/1/2021,2021,88,67,78,2022,77,78,78,72.33333333,72,72
Kirkland Signature Reposado,1/1/2020,2020,79,74,77,1/1/2021,2021,74,77,76,2022,80,76,78,75.66666667,76,75
Kirkland Signature Silver,1/1/2020,2020,72,67,70,1/1/2021,2021,68,72,70,2022,73,71,72,70,70,70
Komos Tequila Aejo Cristalino,1/1/2020,2020,78,67,73,1/1/2021,2021,75,67,71,2022,83,70,77,68,68,68
Komos Tequila Extra Aejo,1/1/2020,2020,77,76,77,1/1/2021,2021,74,76,75,2022,82,78,80,76.66666667,77,76
Komos Tequila Reposado Rosa,1/1/2020,2020,80,73,77,1/1/2021,2021,77,74,76,2022,81,76,79,74.33333333,74,74
La Adelita Tequila Aejo,1/1/2020,2020,74,74,74,1/1/2021,2021,71,71,71,2022,80,80,80,75,75,75
La Adelita Tequila Black Aejo Cristalino,1/1/2020,2020,77,58,68,1/1/2021,2021,76,58,67,2022,77,60,69,58.66666667,59,58
La Adelita Tequila Blanco,1/1/2020,2020,79,74,77,1/1/2021,2021,81,71,76,2022,77,81,79,75.33333333,75,75
La Adelita Tequila Extra Aejo,1/1/2020,2020,85,79,82,1/1/2021,2021,84,84,84,2022,92,80,86,81,81,81
La Adelita Tequila Reposado,1/1/2020,2020,80,74,77,1/1/2021,2021,75,78,77,2022,87,81,84,77.66666667,78,77
La Alborada Blanco,1/1/2020,2020,85,81,83,1/1/2021,2021,86,83,85,2022,89,79,84,81,81,81
La Alborada Reposado (Short Bottle),1/1/2020,2020,67,NA,#VALUE!,1/1/2021,2021,63,#VALUE!,#VALUE!,2022,70,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
La Arenita Especial Oro,1/1/2020,2020,79,58,69,1/1/2021,2021,80,59,70,2022,83,54,69,57,57,57
La Brune Reposado (Catrina Ed.),1/1/2020,2020,84,80,82,1/1/2021,2021,86,85,86,2022,90,82,86,82.33333333,82,82
La Cava de Don Agustin Aejo,1/1/2020,2020,82,79,81,1/1/2021,2021,87,74,81,2022,81,81,81,78,78,78
La Cava de Don Agustin Aejo Edicion Crystal,1/1/2020,2020,68,67,68,1/1/2021,2021,67,66,67,2022,66,67,67,66.66666667,67,66
La Cava de Don Agustin Blanco,1/1/2020,2020,82,84,83,1/1/2021,2021,89,87,88,2022,85,81,83,84,84,84
La Cava de Don Agustin Reposado,1/1/2020,2020,82,80,81,1/1/2021,2021,78,75,77,2022,82,88,85,81,81,81
La Cava de Don Samuel Reposado,1/1/2020,2020,78,78,78,1/1/2021,2021,75,80,78,2022,84,85,85,81,81,81
La Cava del Mayoral Blanco,1/1/2020,2020,71,67,69,1/1/2021,2021,69,67,68,2022,75,66,71,66.66666667,67,66
La Certeza Aejo,1/1/2020,2020,79,70,75,1/1/2021,2021,85,70,78,2022,86,75,81,71.66666667,72,71
La Certeza Blanco,1/1/2020,2020,70,79,75,1/1/2021,2021,69,82,76,2022,72,75,74,78.66666667,79,78
La Certeza Reposado,1/1/2020,2020,82,79,81,1/1/2021,2021,83,83,83,2022,89,81,85,81,81,81
La Chula Blanco,1/1/2020,2020,NA,82,#VALUE!,1/1/2021,2021,#VALUE!,77,#VALUE!,2022,#VALUE!,77,#VALUE!,78.66666667,79,78
La Chula Reposado,1/1/2020,2020,75,81,78,1/1/2021,2021,70,83,77,2022,77,83,80,82.33333333,82,82
La Cofradia Aejo,1/1/2020,2020,81,70,76,1/1/2021,2021,77,69,73,2022,89,71,80,70,70,70
La Cofradia Reposado,1/1/2020,2020,73,NA,#VALUE!,1/1/2021,2021,78,#VALUE!,#VALUE!,2022,70,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
La Cofradia Reposado (Catrina Edicion),1/1/2020,2020,73,NA,#VALUE!,1/1/2021,2021,72,#VALUE!,#VALUE!,2022,80,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
La Cofradia Reposado (Edicion Iguanas),1/1/2020,2020,67,58,63,1/1/2021,2021,70,58,64,2022,66,58,62,58,58,58
La Cofradia Silver,1/1/2020,2020,70,65,68,1/1/2021,2021,74,67,71,2022,73,61,67,64.33333333,64,64
La Gritona Reposado,1/1/2020,2020,84,80,82,1/1/2021,2021,84,83,84,2022,87,77,82,80,80,80
La Hora Azul Aejo,1/1/2020,2020,81,65,73,1/1/2021,2021,81,70,76,2022,88,66,77,67,67,67
La Hora Azul Blanco,1/1/2020,2020,83,68,76,1/1/2021,2021,84,70,77,2022,78,66,72,68,68,68
La Hora Azul Reposado,1/1/2020,2020,71,66,69,1/1/2021,2021,77,62,70,2022,76,64,70,64,64,64
La Martina Tequila Aejo,1/1/2020,2020,90,68,79,1/1/2021,2021,98,68,83,2022,98,74,86,70,70,70
La Martina Tequila Blanco,1/1/2020,2020,NA,68,#VALUE!,1/1/2021,2021,#VALUE!,66,#VALUE!,2022,#VALUE!,70,#VALUE!,68,68,68
La Misin del Siglo XXI Plata,1/1/2020,2020,73,NA,#VALUE!,1/1/2021,2021,68,#VALUE!,#VALUE!,2022,77,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
La Perseverancia Reposado,1/1/2020,2020,NA,83,#VALUE!,1/1/2021,2021,#VALUE!,84,#VALUE!,2022,#VALUE!,80,#VALUE!,82.33333333,82,82
La Pinta Pomegranate Infused Tequila,1/1/2020,2020,82,87,85,1/1/2021,2021,84,82,83,2022,87,88,88,85.66666667,86,85
La Pitaya Blanco,1/1/2020,2020,100,NA,#VALUE!,1/1/2021,2021,107,#VALUE!,#VALUE!,2022,93,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
La Puerta Negra Blanco,1/1/2020,2020,75,68,72,1/1/2021,2021,70,67,69,2022,73,68,71,67.66666667,68,67
La Puerta Negra Reposado,1/1/2020,2020,79,74,77,1/1/2021,2021,75,69,72,2022,78,70,74,71,71,71
La Reserva de 1981 Vipe Reposado,1/1/2020,2020,NA,85,#VALUE!,1/1/2021,2021,#VALUE!,91,#VALUE!,2022,#VALUE!,83,#VALUE!,86.33333333,86,86
La Revancha Blanco,1/1/2020,2020,74,70,72,1/1/2021,2021,74,73,74,2022,77,71,74,71.33333333,71,71
La Revancha Reposado,1/1/2020,2020,77,59,68,1/1/2021,2021,72,62,67,2022,77,62,70,61,61,61
La Rienda Extra Aejo,1/1/2020,2020,80,79,80,1/1/2021,2021,77,81,79,2022,85,75,80,78.33333333,78,78
La Rienda Reposado,1/1/2020,2020,84,NA,#VALUE!,1/1/2021,2021,91,#VALUE!,#VALUE!,2022,88,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
La Santa Tequila Aejo Cristal - Gold 24k,1/1/2020,2020,79,71,75,1/1/2021,2021,85,68,77,2022,77,78,78,72.33333333,72,72
La Serpiente Emplumada Aejo,1/1/2020,2020,83,NA,#VALUE!,1/1/2021,2021,83,#VALUE!,#VALUE!,2022,81,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
La Serpiente Emplumada Plata,1/1/2020,2020,81,72,77,1/1/2021,2021,81,77,79,2022,89,69,79,72.66666667,73,72
La Tarea Blanco,1/1/2020,2020,80,69,75,1/1/2021,2021,80,70,75,2022,80,67,74,68.66666667,69,68
La Terna Aejo,1/1/2020,2020,86,84,85,1/1/2021,2021,83,81,82,2022,82,86,84,83.66666667,84,83
La Terna Blanco,1/1/2020,2020,87,81,84,1/1/2021,2021,81,78,80,2022,87,81,84,80,80,80
La Terna Reposado,1/1/2020,2020,NA,81,#VALUE!,1/1/2021,2021,#VALUE!,85,#VALUE!,2022,#VALUE!,84,#VALUE!,83.33333333,83,83
La Tilica Tequila Aejo,1/1/2020,2020,77,64,71,1/1/2021,2021,84,66,75,2022,80,66,73,65.33333333,65,65
Lad Tequila Blanco,1/1/2020,2020,88,84,86,1/1/2021,2021,91,82,87,2022,88,83,86,83,83,83
Lalo Tequila Blanco,1/1/2020,2020,87,87,87,1/1/2021,2021,87,88,88,2022,81,83,82,86,86,86
Lapis Tequila Aejo,1/1/2020,2020,81,83,82,1/1/2021,2021,88,82,85,2022,82,85,84,83.33333333,83,83
Lapis Tequila Platinum,1/1/2020,2020,84,75,80,1/1/2021,2021,79,71,75,2022,85,76,81,74,74,74
Lapis Tequila Reposado,1/1/2020,2020,80,81,81,1/1/2021,2021,76,81,79,2022,85,80,83,80.66666667,81,80
Lapiz Aejo,1/1/2020,2020,79,NA,#VALUE!,1/1/2021,2021,78,#VALUE!,#VALUE!,2022,77,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Las Nuevas Trancas Reposado,1/1/2020,2020,75,59,67,1/1/2021,2021,73,58,66,2022,74,62,68,59.66666667,60,59
Ley .925 Aejo Tequila,1/1/2020,2020,83,81,82,1/1/2021,2021,82,86,84,2022,90,88,89,85,85,85
Ley .925 Blanco Tequila,1/1/2020,2020,77,68,73,1/1/2021,2021,84,72,78,2022,75,72,74,70.66666667,71,70
Ley .925 Extra Aejo Tequila,1/1/2020,2020,78,73,76,1/1/2021,2021,84,70,77,2022,85,79,82,74,74,74
Ley .925 Reposado Tequila,1/1/2020,2020,69,72,71,1/1/2021,2021,65,68,67,2022,75,75,75,71.66666667,72,71
Leyenda de Mexico Aejo,1/1/2020,2020,76,79,78,1/1/2021,2021,76,81,79,2022,77,85,81,81.66666667,82,81
Leyenda de Mexico Blanco (w/Gold Flakes),1/1/2020,2020,73,75,74,1/1/2021,2021,76,75,76,2022,76,79,78,76.33333333,76,76
Leyenda de Mexico Reposado,1/1/2020,2020,76,76,76,1/1/2021,2021,83,74,79,2022,75,74,75,74.66666667,75,74
Liblula Joven Tequila,1/1/2020,2020,82,77,80,1/1/2021,2021,90,73,82,2022,80,80,80,76.66666667,77,76
Libre Silver,1/1/2020,2020,79,85,82,1/1/2021,2021,76,81,79,2022,85,87,86,84.33333333,84,84
Loco Tequila Blanco,1/1/2020,2020,85,88,87,1/1/2021,2021,84,91,88,2022,82,84,83,87.66666667,88,87
Locuaz Tequila Aejo,1/1/2020,2020,75,NA,#VALUE!,1/1/2021,2021,81,#VALUE!,#VALUE!,2022,71,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Locuaz Tequila Blanco,1/1/2020,2020,72,80,76,1/1/2021,2021,71,78,75,2022,70,80,75,79.33333333,79,79
Lokita Tequila Aejo,1/1/2020,2020,87,NA,#VALUE!,1/1/2021,2021,89,#VALUE!,#VALUE!,2022,89,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Lokita Tequila Blanco,1/1/2020,2020,85,NA,#VALUE!,1/1/2021,2021,91,#VALUE!,#VALUE!,2022,84,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Lokita Tequila Reposado,1/1/2020,2020,86,NA,#VALUE!,1/1/2021,2021,92,#VALUE!,#VALUE!,2022,82,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Loma Azul Aejo,1/1/2020,2020,84,80,82,1/1/2021,2021,92,82,87,2022,83,86,85,82.66666667,83,82
Loma Azul Blanco,1/1/2020,2020,75,73,74,1/1/2021,2021,76,78,77,2022,80,72,76,74.33333333,74,74
Los Abuelos Aejo,1/1/2020,2020,91,93,92,1/1/2021,2021,93,94,94,2022,96,98,97,95,95,95
Los Abuelos Blanco,1/1/2020,2020,88,91,90,1/1/2021,2021,84,87,86,2022,84,97,91,91.66666667,92,91
Los Abuelos Blanco (Still Strength),1/1/2020,2020,91,90,91,1/1/2021,2021,91,93,92,2022,93,89,91,90.66666667,91,90
Los Abuelos Reposado,1/1/2020,2020,91,91,91,1/1/2021,2021,89,92,91,2022,93,97,95,93.33333333,93,93
Los Arango Aejo,1/1/2020,2020,76,75,76,1/1/2021,2021,71,73,72,2022,71,81,76,76.33333333,76,76
Los Arango Blanco,1/1/2020,2020,78,75,77,1/1/2021,2021,80,71,76,2022,78,82,80,76,76,76
Los Arango Reposado,1/1/2020,2020,77,70,74,1/1/2021,2021,82,73,78,2022,76,71,74,71.33333333,71,71
Los Azulejos Silver,1/1/2020,2020,82,83,83,1/1/2021,2021,86,88,87,2022,90,88,89,86.33333333,86,86
Los Dos Tequila Blanco,1/1/2020,2020,88,88,88,1/1/2021,2021,83,82,83,2022,85,86,86,85.33333333,85,85
Los Kikirikis Blanco Tequila,1/1/2020,2020,NA,87,#VALUE!,1/1/2021,2021,#VALUE!,84,#VALUE!,2022,#VALUE!,86,#VALUE!,85.66666667,86,85
Los Rijos Tequila Aejo,1/1/2020,2020,75,NA,#VALUE!,1/1/2021,2021,74,#VALUE!,#VALUE!,2022,75,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Los Rijos Tequila Resposado,1/1/2020,2020,78,NA,#VALUE!,1/1/2021,2021,85,#VALUE!,#VALUE!,2022,78,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Los Rijos Tequila Silver,1/1/2020,2020,71,75,73,1/1/2021,2021,70,79,75,2022,74,71,73,75,75,75
Los Sundays Blanco,1/1/2020,2020,77,75,76,1/1/2021,2021,83,71,77,2022,78,82,80,76,76,76
Los Sundays Reposado,1/1/2020,2020,81,77,79,1/1/2021,2021,87,76,82,2022,78,80,79,77.66666667,78,77
Los Trejos Aejo,1/1/2020,2020,85,NA,#VALUE!,1/1/2021,2021,91,#VALUE!,#VALUE!,2022,89,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Los Tres Toos Aejo,1/1/2020,2020,81,81,81,1/1/2021,2021,78,87,83,2022,86,85,86,84.33333333,84,84
Los Tres Toos Blanco,1/1/2020,2020,79,79,79,1/1/2021,2021,84,83,84,2022,74,86,80,82.66666667,83,82
Los Tres Toos Reposado,1/1/2020,2020,78,81,80,1/1/2021,2021,81,82,82,2022,75,87,81,83.33333333,83,83
Los Tres Toos Tequila Extra Anejo,1/1/2020,2020,83,81,82,1/1/2021,2021,88,80,84,2022,90,89,90,83.33333333,83,83
Los Valientes Tequila Aejo,1/1/2020,2020,81,80,81,1/1/2021,2021,85,81,83,2022,85,86,86,82.33333333,82,82
Los Valientes Tequila Reposado,1/1/2020,2020,83,85,84,1/1/2021,2021,86,89,88,2022,86,84,85,86,86,86
Lote Maestro Aejo,1/1/2020,2020,81,73,77,1/1/2021,2021,89,73,81,2022,82,79,81,75,75,75
Lote Maestro Cristalino,1/1/2020,2020,86,NA,#VALUE!,1/1/2021,2021,87,#VALUE!,#VALUE!,2022,93,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Lote Maestro Extra Aejo,1/1/2020,2020,85,NA,#VALUE!,1/1/2021,2021,93,#VALUE!,#VALUE!,2022,93,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Lote Maestro Plata,1/1/2020,2020,76,38,57,1/1/2021,2021,81,39,60,2022,77,36,57,37.66666667,38,37
Lote Maestro Reposado,1/1/2020,2020,79,83,81,1/1/2021,2021,76,86,81,2022,83,81,82,83.33333333,83,83
Lovely Rita Tequila Silver,1/1/2020,2020,54,79,67,1/1/2021,2021,57,84,71,2022,58,85,72,82.66666667,83,82
Lucha Tequila Blanco,1/1/2020,2020,66,75,71,1/1/2021,2021,63,70,67,2022,70,76,73,73.66666667,74,73
Lucha Tequila Reposado,1/1/2020,2020,83,76,80,1/1/2021,2021,83,77,80,2022,81,75,78,76,76,76
Luna Malvada Tequila Plata,1/1/2020,2020,80,77,79,1/1/2021,2021,85,73,79,2022,83,78,81,76,76,76
Luna Malvada Tequila Reposado,1/1/2020,2020,78,63,71,1/1/2021,2021,84,61,73,2022,75,61,68,61.66666667,62,61
Luna Nueva Tequila Aejo,1/1/2020,2020,94,60,77,1/1/2021,2021,93,60,77,2022,88,60,74,60,60,60
Luna Nueva Tequila Reposado,1/1/2020,2020,89,79,84,1/1/2021,2021,86,79,83,2022,87,76,82,78,78,78
Luna Nueva Tequila Silver,1/1/2020,2020,76,64,70,1/1/2021,2021,82,67,75,2022,82,68,75,66.33333333,66,66
Lunazul Aejo,1/1/2020,2020,74,72,73,1/1/2021,2021,77,67,72,2022,78,69,74,69.33333333,69,69
Lunazul Blanco,1/1/2020,2020,73,71,72,1/1/2021,2021,68,74,71,2022,74,75,75,73.33333333,73,73
Lunazul Double Barrel Reposado 2015,1/1/2020,2020,83,81,82,1/1/2021,2021,91,82,87,2022,84,87,86,83.33333333,83,83
Lunazul El Humoso Blanco,1/1/2020,2020,77,82,80,1/1/2021,2021,79,86,83,2022,84,83,84,83.66666667,84,83
Lunazul Extra Aged Aejo,1/1/2020,2020,85,79,82,1/1/2021,2021,84,85,85,2022,93,84,89,82.66666667,83,82
Lunazul Primero Tequila Aejo,1/1/2020,2020,73,71,72,1/1/2021,2021,69,69,69,2022,80,67,74,69,69,69
Lunazul Reposado,1/1/2020,2020,72,70,71,1/1/2021,2021,68,70,69,2022,79,73,76,71,71,71
Maana Aejo,1/1/2020,2020,83,81,82,1/1/2021,2021,90,81,86,2022,79,82,81,81.33333333,81,81
Maana Extra Aejo,1/1/2020,2020,89,NA,#VALUE!,1/1/2021,2021,93,#VALUE!,#VALUE!,2022,93,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Maana Reposado,1/1/2020,2020,78,83,81,1/1/2021,2021,79,89,84,2022,77,91,84,87.66666667,88,87
Maana Silver,1/1/2020,2020,75,79,77,1/1/2021,2021,76,80,78,2022,70,84,77,81,81,81
Maanero Reposado,1/1/2020,2020,88,75,82,1/1/2021,2021,84,74,79,2022,96,81,89,76.66666667,77,76
Maestro Dobel 50 - 1967 - Extra Aejo,1/1/2020,2020,91,NA,#VALUE!,1/1/2021,2021,100,#VALUE!,#VALUE!,2022,99,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Maestro Dobel 50 Cristalino Extra Aejo,1/1/2020,2020,87,71,79,1/1/2021,2021,87,69,78,2022,94,78,86,72.66666667,73,72
Maestro Dobel Aejo,1/1/2020,2020,82,75,79,1/1/2021,2021,81,79,80,2022,77,81,79,78.33333333,78,78
Maestro Dobel Diamond,1/1/2020,2020,81,72,77,1/1/2021,2021,82,72,77,2022,88,75,82,73,73,73
Maestro Dobel Humito Smoked Silver Tequila,1/1/2020,2020,75,78,77,1/1/2021,2021,77,78,78,2022,70,73,72,76.33333333,76,76
Maestro Dobel Pavito,1/1/2020,2020,72,66,69,1/1/2021,2021,67,68,68,2022,72,65,69,66.33333333,66,66
Maestro Dobel Reposado,1/1/2020,2020,78,77,78,1/1/2021,2021,80,81,81,2022,80,73,77,77,77,77
Maestro Dobel Silver,1/1/2020,2020,77,78,78,1/1/2021,2021,72,81,77,2022,80,74,77,77.66666667,78,77
Maestro Tequilero Aejo,1/1/2020,2020,82,81,82,1/1/2021,2021,81,79,80,2022,79,85,82,81.66666667,82,81
Maestro Tequilero Blanco,1/1/2020,2020,81,80,81,1/1/2021,2021,76,85,81,2022,78,75,77,80,80,80
Maestro Tequilero Reposado,1/1/2020,2020,78,77,78,1/1/2021,2021,82,75,79,2022,84,82,83,78,78,78
Magave Aejo,1/1/2020,2020,82,80,81,1/1/2021,2021,86,79,83,2022,84,76,80,78.33333333,78,78
Magave Blanco,1/1/2020,2020,74,76,75,1/1/2021,2021,71,78,75,2022,76,74,75,76,76,76
Magave Reposado,1/1/2020,2020,75,77,76,1/1/2021,2021,72,77,75,2022,80,73,77,75.66666667,76,75
Magia Extraa Extra Aejo,1/1/2020,2020,85,80,83,1/1/2021,2021,89,86,88,2022,90,78,84,81.33333333,81,81
Mala Vida Aejo,1/1/2020,2020,85,84,85,1/1/2021,2021,85,89,87,2022,84,84,84,85.66666667,86,85
Mala Vida Blanco,1/1/2020,2020,84,80,82,1/1/2021,2021,79,79,79,2022,90,78,84,79,79,79
Mala Vida Extra Aejo Limited Edition,1/1/2020,2020,89,81,85,1/1/2021,2021,96,85,91,2022,97,77,87,81,81,81
Mala Vida Reposado,1/1/2020,2020,78,83,81,1/1/2021,2021,78,82,80,2022,80,88,84,84.33333333,84,84
Malinalli Aejo Tequila,1/1/2020,2020,88,86,87,1/1/2021,2021,85,83,84,2022,89,90,90,86.33333333,86,86
Malinalli Extra Aejo Tequila,1/1/2020,2020,91,90,91,1/1/2021,2021,94,88,91,2022,93,88,91,88.66666667,89,88
Malinalli Platinum Tequila,1/1/2020,2020,76,77,77,1/1/2021,2021,72,75,74,2022,83,83,83,78.33333333,78,78
Mamacita Tequila Blanco,1/1/2020,2020,NA,74,#VALUE!,1/1/2021,2021,#VALUE!,77,#VALUE!,2022,#VALUE!,69,#VALUE!,73.33333333,73,73
Mamacita Tequila Reposado,1/1/2020,2020,NA,57,#VALUE!,1/1/2021,2021,#VALUE!,55,#VALUE!,2022,#VALUE!,57,#VALUE!,56.33333333,56,56
